Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassCoupledModified,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode_Javascript,CountLineCode_Php,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe_Javascript,CountStmtExe_Php
Directory Structure/AntennaPod/parser/media/src/main/java/de/danoeh/antennapod/parser/media/vorbis,1.73,1.73,1.73,1.3,81.2,11.6,63.4,6.8,0,5,6,24,34,5,40,74,8,80,76,2,16,12,50,406,58,317,125,166,34,77,0,160,236,119,139,69,69,69,52,34,8,8,8,4,6,3,3,0,0,0.11,69,69,69,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/main/java/de/danoeh/antennapod/parser/media/id3/model,1,1,1,1,23,5,18,0,0,3,0,0,9,3,9,18,10,18,17,2,0,0,16,69,15,54,27,15,0,9,0,24,36,22,14,9,9,9,9,0,1,1,1,1,0,2,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java,1.09,1.09,1.09,1,136.33,18.67,117.33,14.33,0,3,6,4,22,3,22,38,0,44,22,4,0,0,40,409,56,352,199,226,43,24,0,200,228,125,157,24,24,24,22,1,3,3,3,1,1,1,2,0,0,0.12,24,24,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java/de,1.09,1.09,1.09,1,136.33,18.67,117.33,14.33,0,3,6,4,22,3,22,38,0,44,22,4,0,0,40,409,56,352,199,226,43,24,0,200,228,125,157,24,24,24,22,1,3,3,3,1,1,1,2,0,0,0.12,24,24,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java/de/danoeh,1.09,1.09,1.09,1,136.33,18.67,117.33,14.33,0,3,6,4,22,3,22,38,0,44,22,4,0,0,40,409,56,352,199,226,43,24,0,200,228,125,157,24,24,24,22,1,3,3,3,1,1,1,2,0,0,0.12,24,24,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java/de/danoeh/antennapod,1.09,1.09,1.09,1,136.33,18.67,117.33,14.33,0,3,6,4,22,3,22,38,0,44,22,4,0,0,40,409,56,352,199,226,43,24,0,200,228,125,157,24,24,24,22,1,3,3,3,1,1,1,2,0,0,0.12,24,24,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java/de/danoeh/antennapod/parser,1.09,1.09,1.09,1,136.33,18.67,117.33,14.33,0,3,6,4,22,3,22,38,0,44,22,4,0,0,40,409,56,352,199,226,43,24,0,200,228,125,157,24,24,24,22,1,3,3,3,1,1,1,2,0,0,0.12,24,24,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java/de/danoeh/antennapod/parser/media,1.09,1.09,1.09,1,136.33,18.67,117.33,14.33,0,3,6,4,22,3,22,38,0,44,22,4,0,0,40,409,56,352,199,226,43,24,0,200,228,125,157,24,24,24,22,1,3,3,3,1,1,1,2,0,0,0.12,24,24,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java/de/danoeh/antennapod/parser/media/id3,1.1,1.1,1.1,1,181,23,157.5,19.5,0,2,6,4,20,2,20,34,0,40,20,4,0,0,36,362,46,315,181,206,39,22,0,172,197,110,138,22,22,22,20,1,3,3,3,1,1,1,2,0,0,0.12,22,22,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser/media/src/test/java/de/danoeh/antennapod/parser/media/vorbis,1,1,1,1,47,10,37,4,0,1,0,0,2,1,2,4,0,4,2,0,0,0,4,47,10,37,18,20,4,2,0,28,31,15,19,2,2,2,2,0,1,1,1,1,0,1,0,0,0,0.11,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base,0.46,0.46,0.56,0.32,46.58,8.17,21.33,17.33,0,7,4,24,23,12,62,114,38,118,54,12,2,16,88,559,98,256,149,79,208,31,0,139,176,129,66,33,33,40,23,4,5,5,7,1,3,1,2,0,0,0.81,33,33,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast,2.23,2.11,2.7,1.35,61.72,6.67,49.33,5.78,0,11,18,36,72,18,72,124,22,142,112,0,12,8,122,1111,120,888,305,458,104,1445,0,398,568,253,356,178,169,216,108,100,28,20,38,13,58,2,4,0,0,0.12,178,169,216,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build,0,0,0,0,5.14,0.71,4,0.43,0,1,0,6,0,7,0,0,0,0,0,0,0,0,0,36,5,28,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src,0.51,0.51,0.62,0.35,104.6,18.6,45.6,41,0,6,4,18,23,5,62,114,38,118,54,12,2,16,88,523,93,228,144,76,205,31,0,135,171,124,65,33,33,40,23,4,5,5,7,1,3,1,2,0,0,0.9,33,33,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates,0,0,0,0,4.33,0.67,3.67,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source/buildConfig,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source/buildConfig/debug,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source/buildConfig/debug/de,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source/buildConfig/debug/de/danoeh,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source/buildConfig/debug/de/danoeh/antennapod,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source/buildConfig/debug/de/danoeh/antennapod/playback,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/generated/source/buildConfig/debug/de/danoeh/antennapod/playback/base,0,0,0,0,10,1,6,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,10,1,6,5,3,3,0,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/aapt_friendly_merged_manifests,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/incremental,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/merged_manifest,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/aapt_friendly_merged_manifests/debug,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/aapt_friendly_merged_manifests/debug/aapt,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/incremental/mergeDebugJniLibFolders,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/incremental/mergeDebugShaders,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/incremental/packageDebugAssets,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/incremental/packageDebugResources,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/build/intermediates/merged_manifest/debug,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/main,0.47,0.47,0.58,0.3,116.75,20,47,50.5,0,5,4,18,18,4,57,104,38,108,49,12,2,16,78,467,80,188,115,56,202,26,0,112,142,100,50,28,28,35,18,4,5,5,7,1,3,1,2,0,0,1.07,28,28,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/test,1,1,1,1,56,13,40,3,0,1,0,0,5,1,5,10,0,10,5,0,0,0,10,56,13,40,29,20,3,5,0,23,29,24,15,5,5,5,5,0,1,1,1,1,0,1,0,0,0,0.08,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/main/java,0.47,0.47,0.59,0.31,155.33,26.67,62.33,67.33,0,5,4,18,18,3,57,104,38,108,49,12,2,16,78,466,80,187,115,56,202,26,0,112,142,100,50,28,28,35,18,4,5,5,7,1,3,1,2,0,0,1.08,28,28,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/main/java/de,0.47,0.47,0.59,0.31,155.33,26.67,62.33,67.33,0,5,4,18,18,3,57,104,38,108,49,12,2,16,78,466,80,187,115,56,202,26,0,112,142,100,50,28,28,35,18,4,5,5,7,1,3,1,2,0,0,1.08,28,28,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/main/java/de/danoeh,0.47,0.47,0.59,0.31,155.33,26.67,62.33,67.33,0,5,4,18,18,3,57,104,38,108,49,12,2,16,78,466,80,187,115,56,202,26,0,112,142,100,50,28,28,35,18,4,5,5,7,1,3,1,2,0,0,1.08,28,28,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/main/java/de/danoeh/antennapod,0.47,0.47,0.59,0.31,155.33,26.67,62.33,67.33,0,5,4,18,18,3,57,104,38,108,49,12,2,16,78,466,80,187,115,56,202,26,0,112,142,100,50,28,28,35,18,4,5,5,7,1,3,1,2,0,0,1.08,28,28,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/main/java/de/danoeh/antennapod/playback,0.47,0.47,0.59,0.31,155.33,26.67,62.33,67.33,0,5,4,18,18,3,57,104,38,108,49,12,2,16,78,466,80,187,115,56,202,26,0,112,142,100,50,28,28,35,18,4,5,5,7,1,3,1,2,0,0,1.08,28,28,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/main/java/de/danoeh/antennapod/playback/base,0.47,0.47,0.59,0.31,155.33,26.67,62.33,67.33,0,5,4,18,18,3,57,104,38,108,49,12,2,16,78,466,80,187,115,56,202,26,0,112,142,100,50,28,28,35,18,4,5,5,7,1,3,1,2,0,0,1.08,28,28,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/test/java,1,1,1,1,56,13,40,3,0,1,0,0,5,1,5,10,0,10,5,0,0,0,10,56,13,40,29,20,3,5,0,23,29,24,15,5,5,5,5,0,1,1,1,1,0,1,0,0,0,0.08,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/test/java/de,1,1,1,1,56,13,40,3,0,1,0,0,5,1,5,10,0,10,5,0,0,0,10,56,13,40,29,20,3,5,0,23,29,24,15,5,5,5,5,0,1,1,1,1,0,1,0,0,0,0.08,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/test/java/de/danoeh,1,1,1,1,56,13,40,3,0,1,0,0,5,1,5,10,0,10,5,0,0,0,10,56,13,40,29,20,3,5,0,23,29,24,15,5,5,5,5,0,1,1,1,1,0,1,0,0,0,0.08,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/test/java/de/danoeh/antennapod,1,1,1,1,56,13,40,3,0,1,0,0,5,1,5,10,0,10,5,0,0,0,10,56,13,40,29,20,3,5,0,23,29,24,15,5,5,5,5,0,1,1,1,1,0,1,0,0,0,0.08,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/test/java/de/danoeh/antennapod/playback,1,1,1,1,56,13,40,3,0,1,0,0,5,1,5,10,0,10,5,0,0,0,10,56,13,40,29,20,3,5,0,23,29,24,15,5,5,5,5,0,1,1,1,1,0,1,0,0,0,0.08,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/base/src/test/java/de/danoeh/antennapod/playback/base,1,1,1,1,56,13,40,3,0,1,0,0,5,1,5,10,0,10,5,0,0,0,10,56,13,40,29,20,3,5,0,23,29,24,15,5,5,5,5,0,1,1,1,1,0,1,0,0,0,0.08,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build,0,0,0,0,5.29,0.71,4.14,0.43,0,1,0,8,0,7,0,0,0,0,0,0,0,0,0,37,5,29,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/src,2.41,2.28,2.92,1.46,97.64,10.45,78.09,9.18,0,10,18,28,72,11,72,124,22,142,112,0,12,8,122,1074,115,859,299,454,101,1445,0,393,562,247,355,178,169,216,108,100,28,20,38,13,58,2,4,0,0,0.12,178,169,216,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates,0,0,0,0,4.33,0.67,3.67,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig/free,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig/free/debug,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig/free/debug/de,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig/free/debug/de/danoeh,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig/free/debug/de/danoeh/antennapod,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig/free/debug/de/danoeh/antennapod/playback,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/generated/source/buildConfig/free/debug/de/danoeh/antennapod/playback/cast,0,0,0,0,11,1,7,3,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,11,1,7,6,4,3,0,0,5,6,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/aapt_friendly_merged_manifests,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/incremental,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/merged_manifest,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/aapt_friendly_merged_manifests/freeDebug,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/aapt_friendly_merged_manifests/freeDebug/aapt,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/incremental/mergeFreeDebugJniLibFolders,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/incremental/mergeFreeDebugShaders,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/incremental/packageFreeDebugAssets,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/incremental/packageFreeDebugResources,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback/cast/build/intermediates/merged_manifest/freeDebug,0,0,0,0,9,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
