Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassCoupledModified,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode_Javascript,CountLineCode_Php,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe_Javascript,CountStmtExe_Php
Directory Structure/AntennaPod,1.54,1.51,1.67,1.04,146.15,9.79,130.55,5.84,0,863,2132,2140,5724,1613,5849,8044,3965,10176,6485,362,1712,302,7800,235739,15795,210578,26992,34555,9422,1.00301e+09,2,35576,46023,23126,27408,10624,10417,11519,7123,4104,39,39,52,24,174,4,6,0,0,0.04,10624,10417,11519,7123,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app,1.56,1.53,1.66,1.07,141.84,12.56,125.07,4.17,0,448,766,588,2792,780,2833,3714,2464,4480,3296,130,936,198,3216,110633,9795,97551,14348,17289,3256,2.92492e+06,0,19081,23891,12135,13895,5193,5082,5521,3563,2130,24,24,25,22,78,4,4,0,0,0.03,5193,5082,5521,3563,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/config,0,0,0,0,128.75,2.25,125.5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,515,9,502,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/core,1.58,1.55,1.72,1.01,205.26,7.92,188.4,8.87,0,258,1216,994,2056,549,2085,2618,804,3834,2036,142,660,42,2990,112690,4348,103431,9029,12943,4871,1.00007e+09,0,12205,16152,7844,10081,3876,3796,4213,2481,1457,39,39,52,24,174,3,6,0,0,0.05,3876,3796,4213,2481,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/event,0.92,0.92,0.92,0.91,16.85,3.96,12.78,0.11,0,24,40,12,71,27,63,102,82,142,71,0,12,0,130,455,107,345,163,78,3,64,0,135,224,153,73,72,72,72,71,0,2,2,2,1,0,1,1,0,0,0.01,72,72,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/model,1.38,1.38,1.54,1.14,122.08,18.83,86.33,17.29,0,22,26,88,320,24,335,644,277,670,387,38,6,6,620,2930,452,2072,774,903,415,2242,0,925,1413,654,795,487,487,546,404,118,19,19,27,19,18,3,2,0,0,0.2,487,487,546,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/net,1.5,1.49,1.59,0.98,45.8,5.98,35.75,4.25,0,36,22,66,148,51,152,272,152,294,158,10,40,0,244,2336,305,1823,765,956,217,333,0,942,1222,704,697,266,263,282,174,80,8,8,12,6,11,4,4,0,0,0.12,266,263,282,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/parser,1.94,1.93,2.4,1.12,51.54,6.78,41.79,4.42,0,46,36,292,198,67,204,376,82,412,329,30,36,22,324,3453,454,2800,1277,1575,296,997,0,1511,1997,1076,1219,442,439,547,255,209,23,23,48,11,59,3,6,0,0,0.11,442,439,547,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/playback,1.4,1.34,1.7,0.87,55.67,7.27,38.13,10.4,0,18,22,60,95,30,134,238,60,260,166,12,14,24,210,1670,218,1144,454,537,312,1476,0,537,744,382,422,211,202,256,131,104,28,20,38,13,58,2,4,0,0,0.27,211,202,256,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/ui,0.56,0.55,0.6,0.38,12.09,1.21,10.41,0.54,0,11,4,40,43,80,43,80,44,84,42,0,8,10,66,967,97,833,178,201,43,62,0,240,310,174,160,63,62,67,43,6,5,5,7,1,3,2,3,0,0,0.05,63,62,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build,1.23,1.23,1.23,1.09,174.69,12.43,156.86,5.09,0,93,546,20,456,418,456,366,1036,912,456,0,184,0,728,73020,5195,65567,4391,3403,2127,2.8295e+06,0,4479,5536,3120,3004,964,964,964,849,817,22,22,22,22,42,1,1,0,0,0.03,964,964,964,849,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/src,1.67,1.62,1.79,1.07,104.15,12.74,88.57,3.13,0,355,220,568,2336,361,2377,3348,1428,3568,2840,130,752,198,2488,37599,4598,31972,9957,13886,1129,95426,0,14602,18355,9015,10891,4229,4118,4557,2714,1313,24,24,25,18,78,4,4,0,0,0.04,4229,4118,4557,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated,2.1,2.1,2.1,1.85,107.22,16.18,88.24,2.8,0,93,546,20,456,95,456,366,1036,912,456,0,184,0,728,10186,1537,8383,4391,3403,266,2.8295e+06,0,4479,5536,3120,3004,964,964,964,849,817,22,22,22,22,42,1,1,0,0,0.03,964,964,964,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates,0,0,0,0,194.53,11.33,177.04,5.76,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,62834,3658,57184,0,0,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/ap_generated_sources,1.5,1.5,1.5,1,286,32,253,1,0,1,2,2,2,1,2,2,0,4,2,0,2,0,2,286,32,253,15,234,1,3,0,38,42,13,30,3,3,3,2,1,2,2,2,1,1,1,1,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/data_binding_base_class_source_out,2.12,2.12,2.12,1.87,107.8,16.46,88.52,2.82,0,91,544,0,454,91,454,364,1036,908,454,0,182,0,726,9810,1498,8055,4365,3160,257,2.82949e+06,0,4431,5483,3096,2973,961,961,961,847,816,22,22,22,22,42,1,1,0,0,0.03,961,961,961,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res,0,0,0,0,35.5,3,31.5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,71,6,63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/source,0,0,0,0,19,1,12,6,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,19,1,12,11,9,6,0,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/ap_generated_sources/freeDebug,1.5,1.5,1.5,1,286,32,253,1,0,1,2,2,2,1,2,2,0,4,2,0,2,0,2,286,32,253,15,234,1,3,0,38,42,13,30,3,3,3,2,1,2,2,2,1,1,1,1,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/ap_generated_sources/freeDebug/out,1.5,1.5,1.5,1,286,32,253,1,0,1,2,2,2,1,2,2,0,4,2,0,2,0,2,286,32,253,15,234,1,3,0,38,42,13,30,3,3,3,2,1,2,2,2,1,1,1,1,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/ap_generated_sources/freeDebug/out/de,1.5,1.5,1.5,1,286,32,253,1,0,1,2,2,2,1,2,2,0,4,2,0,2,0,2,286,32,253,15,234,1,3,0,38,42,13,30,3,3,3,2,1,2,2,2,1,1,1,1,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/ap_generated_sources/freeDebug/out/de/danoeh,1.5,1.5,1.5,1,286,32,253,1,0,1,2,2,2,1,2,2,0,4,2,0,2,0,2,286,32,253,15,234,1,3,0,38,42,13,30,3,3,3,2,1,2,2,2,1,1,1,1,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/ap_generated_sources/freeDebug/out/de/danoeh/antennapod,1.5,1.5,1.5,1,286,32,253,1,0,1,2,2,2,1,2,2,0,4,2,0,2,0,2,286,32,253,15,234,1,3,0,38,42,13,30,3,3,3,2,1,2,2,2,1,1,1,1,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/data_binding_base_class_source_out/freeDebug,2.12,2.12,2.12,1.87,107.8,16.46,88.52,2.82,0,91,544,0,454,91,454,364,1036,908,454,0,182,0,726,9810,1498,8055,4365,3160,257,2.82949e+06,0,4431,5483,3096,2973,961,961,961,847,816,22,22,22,22,42,1,1,0,0,0.03,961,961,961,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/data_binding_base_class_source_out/freeDebug/out,2.12,2.12,2.12,1.87,107.8,16.46,88.52,2.82,0,91,544,0,454,91,454,364,1036,908,454,0,182,0,726,9810,1498,8055,4365,3160,257,2.82949e+06,0,4431,5483,3096,2973,961,961,961,847,816,22,22,22,22,42,1,1,0,0,0.03,961,961,961,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/data_binding_base_class_source_out/freeDebug/out/de,2.12,2.12,2.12,1.87,107.8,16.46,88.52,2.82,0,91,544,0,454,91,454,364,1036,908,454,0,182,0,726,9810,1498,8055,4365,3160,257,2.82949e+06,0,4431,5483,3096,2973,961,961,961,847,816,22,22,22,22,42,1,1,0,0,0.03,961,961,961,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/data_binding_base_class_source_out/freeDebug/out/de/danoeh,2.12,2.12,2.12,1.87,107.8,16.46,88.52,2.82,0,91,544,0,454,91,454,364,1036,908,454,0,182,0,726,9810,1498,8055,4365,3160,257,2.82949e+06,0,4431,5483,3096,2973,961,961,961,847,816,22,22,22,22,42,1,1,0,0,0.03,961,961,961,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/data_binding_base_class_source_out/freeDebug/out/de/danoeh/antennapod,2.12,2.12,2.12,1.87,107.8,16.46,88.52,2.82,0,91,544,0,454,91,454,364,1036,908,454,0,182,0,726,9810,1498,8055,4365,3160,257,2.82949e+06,0,4431,5483,3096,2973,961,961,961,847,816,22,22,22,22,42,1,1,0,0,0.03,961,961,961,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/data_binding_base_class_source_out/freeDebug/out/de/danoeh/antennapod/databinding,2.12,2.12,2.12,1.87,107.8,16.46,88.52,2.82,0,91,544,0,454,91,454,364,1036,908,454,0,182,0,726,9810,1498,8055,4365,3160,257,2.82949e+06,0,4431,5483,3096,2973,961,961,961,847,816,22,22,22,22,42,1,1,0,0,0.03,961,961,961,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resValues,0,0,0,0,9,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resourcesPlaceholders,0,0,0,0,62,3,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resValues/free,0,0,0,0,9,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resValues/free/debug,0,0,0,0,9,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resValues/free/debug/values,0,0,0,0,9,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resourcesPlaceholders/free,0,0,0,0,62,3,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resourcesPlaceholders/free/debug,0,0,0,0,62,3,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/res/resourcesPlaceholders/free/debug/xml,0,0,0,0,62,3,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/source/buildConfig,0,0,0,0,19,1,12,6,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,19,1,12,11,9,6,0,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/source/buildConfig/free,0,0,0,0,19,1,12,6,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,19,1,12,11,9,6,0,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/source/buildConfig/free/debug,0,0,0,0,19,1,12,6,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,19,1,12,11,9,6,0,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/source/buildConfig/free/debug/de,0,0,0,0,19,1,12,6,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,19,1,12,11,9,6,0,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/source/buildConfig/free/debug/de/danoeh,0,0,0,0,19,1,12,6,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,19,1,12,11,9,6,0,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/generated/source/buildConfig/free/debug/de/danoeh/antennapod,0,0,0,0,19,1,12,6,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,19,1,12,11,9,6,0,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/data_binding_layout_info_type_merge,0,0,0,0,1,0,1,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental,0,0,0,0,272.02,15.57,248.26,8.2,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,60933,3487,55611,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/merged_assets,0,0,0,0,49.4,0,22.2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,247,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/merged_manifest,0,0,0,0,521,57,457,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,521,57,457,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/merged_manifests,0,0,0,0,521,57,457,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,521,57,457,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/packaged_manifests,0,0,0,0,521,57,457,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,521,57,457,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/data_binding_layout_info_type_merge/freeDebug,0,0,0,0,1,0,1,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/data_binding_layout_info_type_merge/freeDebug/out,0,0,0,0,1,0,1,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugAssets,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugJniLibFolders,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources,0,0,0,0,275.69,15.78,251.61,8.31,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,60927,3487,55605,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugShaders,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir,0,0,0,0,355.4,1.48,339.75,14.19,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,45136,188,43148,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/stripped.dir,0,0,0,0,60.47,7.26,52.84,0.38,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,5624,675,4914,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values,0,0,0,0,7839,187,5852,1802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7839,187,5852,0,0,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-af,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-am,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ar,0,0,0,0,946,1,945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,946,1,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-as,0,0,0,0,97,0,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ast,0,0,0,0,563,0,563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,563,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-az,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-b+es+419,0,0,0,0,61,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-b+sr+Latn,0,0,0,0,157,0,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-be,0,0,0,0,160,0,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-bg,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-bn,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
